"197123","occ","9421","","20307","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-118.500000","47.000000","Delight","","","US","Washington","Adams","based on political unit","1","","","gp_mid","-118.15","47.29","127","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197187","occ","","","20310","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Hill","2001","4222","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-105.800003","46.400002","Doeden Gravel Pit","","","US","Montana","Custer","based on political unit","1","","north of Miles City","gp_mid","-105.39","46.65","101","US","","","","","","","","","","","","","said to be  Illinoian to  Sangamonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197349","occ","9455","","20327","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-120.195831","37.056667","Fairmead Landfill","","UCMP V-93128","US","California","Madera","stated in text","seconds","small collection","south of Chowchilla; 34 Miles north of Fresno","gp_mid","-119.74","37.28","130","US","","Turlock Lake","","upper","group of beds","","","","","","","","section is entirely in a normal polarity chron, assumed to be the Brunhes\r\nmaterial is from several beds within ""unit C""","""clayey sands and sands overlying a layer of massive sandy clay and clayey very fine sand""","claystone","","","sandy","Y","sandstone","","","argillaceous","Y","lacustrine indet.","","""vertebrate fossils were found in the basal sandy clay and in the lowermost sand beds... marshy, abandoned fan channel or lake-margin""","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","salvage,selective quarrying,field collection","UCMP","","","","","","""thousands of specimens"" uncovered ""during excavation of an expansion cell at the Madera County Fairmead Landfill""","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197448","occ","","","20342","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Hibbard and Dalquest","1966","1899","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-99.500000","33.750000","Gilliland","","","US","Texas","Knox and Baylor","based on political unit","2","","","gp_mid","-99.14","33.99","101","US","","Seymour","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","general faunal unit that includes the Burnett Quarry (see); lists are kept separate because the Burnett Quarry was discovered in 1978, thus the two collections are independent","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197491","occ","9492","","20347","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-102.500000","42.700001","Gordon Fossil Quarry (UNSM Sd-5)","","Gordon Quarry West; UNSM Sh-5","US","Nebraska","Sheridan","based on political unit","1","small collection","","gp_mid","-102.10","42.94","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197536","occ","","","20350","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-82.566666","29.683332","Haile 16A","","","US","Florida","Alachua","stated in text","minutes","","6 km NE of Newberry\nexact coordinate given by Ruez 2005","gp_mid","-82.19","29.85","109","US","","","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","replaces earlier list of MacFadden 1982 for Haile XVI, which included no taxa not present here","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197599","occ","","","20353","Paramylodon cf. harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Semken","1966","3099","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-97.599998","38.299999","Hammann Gravel Pit","","","US","Kansas","McPherson","based on political unit","1","","","gp_mid","-97.21","38.53","101","US","","McPherson","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","see also Hibbard 1952","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197716","occ","9538","","20375","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-102.500000","42.700001","Hay Springs Fossil Quarry (UNSM Sd-1)","","UNSM Sh-1","US","Nebraska","Sheridan","based on political unit","1","small collection","","gp_mid","-102.10","42.94","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","""Microtus pennsylvanicus"" is an intrusive: Kurten and Anderson 1980","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197746","occ","9548","","20382","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-98.900002","34.400002","Holloman Gravel Pit","","Frederick","US","Oklahoma","Tillman","based on political unit","1","","1 mi N of Frederick","gp_mid","-98.53","34.63","101","US","","","","","","","","","","","","","","","gravel","","","","","","","","","","fluvial indet.","","terrace deposit","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","salvage,selective quarrying","TMM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197779","occ","9559","","20384","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Blancan","","4.9","1.8","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-82.680000","29.000000","Inglis IA","","Inglis 1A; UF locality CI001","US","Florida","Citrus","stated in text","degrees","small collection","2.5 km southwest of Inglis","gp_mid","-81.55","29.50","109","US","","","","","","","","","","","","","latest Blancan, ca. 1.6-1.9 Ma","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","said to be ""earliest Irvingtonian""\n""Tremarctos floridanus"" is not actually present: Emslie 1995\n""Conepatus leuconotus"" is omitted by Morgan and Hulbert 1995  and Ruez 2001, and was listed as ""a mistake"" by Webb 1974a according to  Martin 1978","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197816","occ","","","20385","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Ruez","2001","3872","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","154","specimens","-82.668053","29.011944","Inglis 1C","","FLMNH CI019","US","Florida","Citrus","stated in text","seconds","small collection","2 km SSW of Inglis; sinkhole is ""5 m in diameter""","gp_mid","-82.29","29.18","109","US","","","","","member","","","","","","","","said to be early Irvingtonian; sinkhole is ""3.5 m deep""","""pale yellow quartz sand""","sandstone","yellow","","","","","","","","","sinkhole","","","macrofossils","","","","","punctures,gastric dissolution","","","body,bone collector","","parautochthonous","time-averaged","","","","","poor","","","","""a single tooth puncture... and partial digestion of a few rodent teeth""; large mammals fell into a sinkhole whereas ""small mammals accumulated as the result of predation by owls""; ""there is a size threshold below which very little fossils are preserved... slightly above 1 mm"" ","taxonomic","","","","","","","","","mentioned by Ruez 1998","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197850","occ","","","20387","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-122.000000","37.599998","Irvington","","UCMP V-3602, 3604, 3605","US","California","Alameda","based on political unit","1","small collection","","gp_mid","-121.55","37.83","130","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","UCMP","","","","","","","originally described by Stirton 1939 based on a much smaller collectionsaid to be in a magnetically reversed chron by Repenning 1992","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197903","occ","","","20390","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Hibbard et al.","1978","1912","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-98.099998","38.700001","Kanopolis","","","US","Kansas","Ellsworth","based on political unit","1","","","gp_mid","-97.71","38.93","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197964","occ","9606","","20397","Paramylodon cf. harlani","species","49881","","Paramylodon harlani","","species","48020","Blancan","Irvingtonian","4.9","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-106.699997","32.000000","La Union","","UTEP 33","US","New Mexico","Dona Ana","based on political unit","1","small collection","","gp_mid","-105.68","32.77","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","said to be ""Blancan/Irvingtonian, Irvingtonian""","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"197988","occ","9609","","20400","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-82.500000","27.700001","Leisey Shell Pit 1A","","","US","Florida","Hillsborough","stated in text","minutes","","7 km SW of Ruskin","gp_mid","-82.13","27.87","109","US","","Bermont","","","","","Leisy","4","bottom to top","","","","said to be early Irvingtonian","""unconsolidated, poorly sorted... fine-grained sand, silt, and dark brown mud"" with many mollusc, vertebrate, and plant fossils","sandstone","","unlithified","","","siltstone","","unlithified","","","estuary/bay","","""shallow coastal mangrove-lined bay located adjacent to, or at the mouth of a river""","macrofossils,mesofossils","","","","","fractures,tooth marks","","","body","","parautochthonous","","","-seasonal","random","","medium","","","occasional","long-term attritional assemblage\naquatic fauna is autochthonous and terrestrial fauna is allochthonous","general faunal/floral","selective quarrying","","","2300 specimens","","","","","entirely within a reversed polarity interval: MacFadden 1995\nSr isotope date of 2.08 +/- 0.56 Ma: Jones et al. 1995\ncontrary to MacFadden 1995, above evidence could place this not only in C1r.1r but also in C2r or C2r.1r; mammal biochronology is compatible with either of the former two\ndate could be narrowed to C1r.1r, following MacFadden, by assuming that 1) Leisey 1A and 3A are in the same chron, and 2) the Sr dates are reliable despite the 0.75 Ma discrepancy between them; I find these assumptions to be mutually contradictory\nthere are ""over 15,000"" vertebrate specimens, ""the majority of which are from Leisey 1A"" (Morgan and Hulbert 1995); 15.3% of specimens in a test square were mammalian (Pratt and Hulbert 1995), suggesting that about 2300 mammalian specimens come from this site\nfrom Leisey Shell Pit, exact locality unknown: Eremotherium eomigrans De Iulis and Cartelle 1999\n""Panthera cf. onca"" is omitted by Berta 1995\nNerodia sp. and cf. Coluber sp. are listed by Hulbert and Morgan, but are from other Leisey collections according to Meylan 1995\nonly the most common molluscs are listed and genus names of other marine invertebrates are not given","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198027","occ","9625","","20402","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-82.500000","27.700001","Leisey Shell Pit 3A","","","US","Florida","Hillsborough","based on political unit","minutes","","","gp_mid","-82.13","27.87","109","US","","Bermont","","","","","Leisy","4","bottom to top","","","","said to be early Irvingtonian","""unconsolidated, poorly sorted... fine-grained sand, silt, and dark brown mud"" with many mollusc and vertebrate fossils","sandstone","","unlithified","","","siltstone","","unlithified","","","estuary/bay","","","macrofossils,mesofossils","","","","","","","","body","","","","","-single event","","","","","","","some isolated elements plus many ""disarticulated and partially disassociated individuals""","general faunal/floral","selective quarrying","","","","","","","","entirely within a reversed polarity interval: MacFadden 1995Sr isotope date of 1.33 +/- 0.56 Ma: Jones et al. 1995contrary to MacFadden 1995, above evidence could place this not only in C1r.1r but also in C1rLeisey Shell Pit 3: Erethizon dorsatum Morgan and White 1995 Neochoerus sp. Morgan and White 1995 Ondatra annectens Morgan and White 1995 Canis armbrusteri Berta 1995 ""Lutra"" canadensis Berta 1995 Spilogale putorius Berta 1995 Lynx rufus Berta 1995 Miracinonyx inexpectatus Berta 1995: repeated by Morgan and Seymour 1997""Holmesina cf. floridanus"" is omitted by Downing and White 1995""Cuvieronius sp."" is omitted by Webb and Dudley 1995","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198130","occ","","","20417","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Churcher","1984","1200","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-110.699997","50.099998","Medicine Hat Unit V","","","CA","Alberta","","based on nearby landmark","1","","","gp_mid","-110.29","50.37","101","CA","","","","","member","","MdHat","5","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","underlies Unit VII","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198304","occ","","","20443","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","McDonald","1995","2499","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-118.000000","43.000000","Oreana","","","US","Idaho","Owyhee","based on political unit","1","","","gp_mid","-117.53","43.22","129","US","FED","","","","","","","","","","","","said to be  Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198354","occ","","","20454","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Pajak et al.","1996","2725","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-117.000000","33.900002","Pauba Formation (SBCM 05.006.378)","","General Kearney; SBCM 5.6.378","US","California","Riverside","based on political unit","1","small collection","","gp_mid","-116.58","34.09","105","US","","Pauba","","","","","Temec","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","361 specimens","","","","","an incomplete version of this list is given by Pajak 1997<br>""Pauba Formation"" list of Reynolds and Reynolds 1990b is largely repeated by this list and others except for their record of ""Ammospermophilus sp.""<br>NISP 361","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198375","occ","","","20455","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Pajak et al.","1996","2725","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-117.000000","33.900002","Pauba Formation (SBCM 05.006.390)","","","US","California","Riverside","based on political unit","1","small collection","","gp_mid","-116.58","34.09","105","US","","Pauba","","","","","Temec","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","5 specimens","","","","","NISP 5+","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198376","occ","","","20456","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Pajak et al.","1996","2725","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-117.000000","33.900002","Pauba Formation (SBCM 05.006.391)","","","US","California","Riverside","based on political unit","1","small collection","","gp_mid","-116.58","34.09","105","US","","Pauba","","","","","Temec","2","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","1 specimens","","","","","NISP 1+","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198429","occ","","","20475","Paramylodon harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Morgan and Hulbert","1995","2615","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-81.800003","27.900000","Payne Creek Mine (Irvingtonian)","","","US","Florida","Polk","based on political unit","1","","","gp_mid","-81.43","28.06","109","US","","","","","","","","","","","","","said to be early Irvingtonian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198544","occ","9716","","20479","Paramylodon harlani ?","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-75.300003","40.200001","Port Kennedy Cave","","","US","Pennsylvania","Montgomery","based on political unit","1","","","gp_mid","-74.83","40.33","101","US","","","","","","","","","","","","","","","not reported","","","","","","","","","","cave","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","general faunal/floral","","","","","","","","","new list of Daeschler 1996 is based on Gidley and Gazin and contains numerous errors and omissions<br>""? Myotis sp."": a bat; omitted by Daeschler 1996<br><br>""Vulpes latidentatus"" is omitted by Daeschler 1996 and  not discussed by Kurten and Anderson 1980 or other  sources<br><br>""Sciurus calycinus"" is omitted by Kurten and Anderson 1980<br><br>not clear what ""Teleopternus orientalis"" and  ""Odocoileus laevicornis"" are; former is listed by  Daeschler 1996<br><br>""Bison sp."" is not present: Kurten and Anderson 1980","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
"198558","occ","9723","","20484","Paramylodon cf. harlani","species","49881","","Paramylodon harlani","","species","48020","Irvingtonian","","1.8","0.3","Alroy","2002","6294","Chordata","Mammalia","Xenarthra","Mylodontidae","Paramylodon","","","","","-99.066666","36.433334","Quinlan","","Curtis","US","Oklahoma","Woodward","based on political unit","minutes","small collection","said by Gidley to be ""4 miles East of Curtis"" and ""Curtis, Okla., just south of state road"" which probably is ""2.5 km southwest of Quinlan in the northern portion of Sec. 36, T23N, R18W, or of Sec. 31, T23N, R17W""","gp_mid","-98.69","36.67","101","US","","","","","","","","","","","","","""late Irvingtonian"" based on faunal association","""bits of matrix adhering to the specimens consist of buff, yellow, and reddish brown silty sand""","sandstone","brown,yellow","unlithified","silty","","","","","","","fluvial indet.","","inferred to be fluvial","macrofossils","","","","","","","","body","","allochthonous","","","","","","","","","","""slight to moderate abrasion"" indicates ""a relatively modest amount of transport in a fluvial environment""","general faunal/floral","survey of museum collection","USNM","","","","J. W. Gidley","1927","","said to be ""probably Irvingtonian""","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","hydroxyapatite","","",""
